Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,time_max,time_min,time_mean,time_quant_10,time_quant_50,time_quant_90
41,No,Travel_Rarely,Sales,6,4,Marketing,3901,Male,1,Research Scientist,Single,28210,1.0,17,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,7.776111111111111,6.101388888888889,6.995156175488793,6.618944444444445,7.002222222222223,7.369111111111112
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3902,Male,2,Research Scientist,Married,192370,9.0,11,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,8.599722222222223,6.849166666666667,7.864863526570049,7.5095,7.880416666666667,8.200138888888889
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,3903,Female,3,Research Scientist,Single,41070,3.0,11,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,6.990277777777778,5.551944444444445,6.27741927825261,5.903777777777778,6.283055555555555,6.658861111111111
45,No,Non-Travel,Sales,2,3,Life Sciences,3904,Female,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,6.968333333333334,5.565277777777778,6.309411404796868,5.940388888888889,6.314722222222223,6.665611111111112
24,Yes,Travel_Rarely,Sales,6,2,Medical,3905,Female,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,7.076666666666667,5.608888888888889,6.410934557438795,6.073194444444445,6.419583333333334,6.771111111111111
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,3906,Female,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,7.717777777777778,6.005,6.805530092592592,6.448027777777778,6.805694444444445,7.187555555555556
26,No,Travel_Rarely,Research & Development,9,1,Medical,3907,Male,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,8.391388888888889,6.946666666666666,7.701706183170618,7.285444444444445,7.696666666666666,8.116833333333332
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3908,Male,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,7.5875,5.703888888888889,6.575021186440678,6.174722222222222,6.597222222222222,6.968055555555555
32,No,Travel_Frequently,Sales,1,1,Marketing,3909,Male,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,7.845833333333333,6.0925,6.894498171010516,6.479111111111111,6.899166666666667,7.2988888888888885
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,3910,Male,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,8.248055555555556,6.395555555555555,7.224268115942028,6.8095,7.230416666666667,7.618361111111111
41,No,Non-Travel,Sales,2,2,Medical,3911,Male,2,Research Scientist,Married,107980,1.0,14,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,8.528055555555556,6.795833333333333,7.710550786838341,7.318722222222222,7.6994444444444445,8.083388888888889
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,3912,Male,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,10.807777777777778,8.940833333333334,9.816450488145051,9.38738888888889,9.802222222222222,10.202333333333334
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3913,Female,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,6.966111111111111,5.2,5.979858229598894,5.5975,5.978055555555556,6.396944444444444
46,No,Travel_Rarely,Research & Development,6,3,Medical,3914,Male,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,8.36138888888889,6.799166666666666,7.615646551724137,7.208861111111111,7.633055555555556,7.986638888888889
35,No,Travel_Rarely,Sales,8,4,Life Sciences,3915,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,8.180277777777778,6.681666666666667,7.4058831018518525,7.016583333333333,7.415277777777778,7.787305555555555
30,No,Travel_Rarely,Sales,9,4,Marketing,3916,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,8.079166666666667,6.5975,7.315814009661835,6.910805555555556,7.298055555555555,7.6914444444444445
47,No,Non-Travel,Research & Development,3,2,Life Sciences,3917,Female,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,8.698333333333334,6.651388888888889,7.717876647834275,7.345416666666667,7.7225,8.089444444444444
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,3918,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,10.534166666666666,8.818055555555556,9.827860750360752,9.469166666666666,9.83361111111111,10.228055555555555
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,3919,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,11.115,9.698888888888888,10.412180611785875,9.999777777777778,10.403611111111111,10.823666666666666
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,3920,Female,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,7.710833333333333,6.096388888888889,6.987964580300824,6.610944444444444,7.005833333333333,7.367722222222222
23,No,Travel_Rarely,Sales,6,4,Life Sciences,3921,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,6.986944444444444,5.1658333333333335,6.006363636363636,5.615,6.015555555555555,6.396944444444444
31,No,Travel_Frequently,Sales,3,3,Marketing,3922,Male,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,7.308055555555556,5.609444444444445,6.496436988936988,6.128611111111111,6.518611111111111,6.870833333333334
39,No,Non-Travel,Research & Development,3,3,Life Sciences,3923,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,11.1725,9.188055555555556,10.193314814814814,9.834972222222222,10.193333333333333,10.580166666666667
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,3924,Male,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,8.333055555555555,6.863611111111111,7.59164048269581,7.233944444444444,7.586111111111111,7.988222222222222
40,No,Travel_Rarely,Sales,6,3,Life Sciences,3925,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,8.719722222222222,7.068611111111111,7.906473799126638,7.559944444444445,7.886111111111111,8.284777777777778
45,No,Travel_Rarely,Research & Development,19,4,Medical,3926,Male,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,8.724166666666667,6.845833333333333,7.790443469785575,7.355472222222222,7.783194444444444,8.208805555555555
30,No,Travel_Frequently,Sales,9,3,Life Sciences,3927,Male,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,7.008055555555556,5.461388888888889,6.214679580896686,5.833166666666666,6.224583333333333,6.608611111111111
24,No,Travel_Frequently,Sales,3,4,Marketing,3928,Male,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,6.745277777777778,4.726944444444444,5.98645112955279,5.596111111111111,5.986944444444444,6.379444444444444
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,3929,Female,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,7.643888888888889,6.096111111111111,6.707549951267056,6.287055555555556,6.691527777777777,7.0889444444444445
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3930,Male,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,8.481388888888889,6.655277777777778,7.6065907029478455,7.250055555555555,7.600833333333333,7.969833333333333
27,No,Travel_Rarely,Sales,3,3,Life Sciences,3931,Male,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,7.435555555555555,5.575,6.325555555555556,5.968638888888889,6.319722222222222,6.685027777777778
29,Yes,Travel_Rarely,Sales,4,3,Marketing,3932,Male,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,7.561388888888889,5.9302777777777775,6.8049793388429745,6.462944444444445,6.788194444444445,7.193527777777778
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,3933,Female,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,9.638333333333334,7.942222222222222,8.795385735080059,8.451333333333332,8.783055555555556,9.156222222222222
30,No,Travel_Rarely,Sales,7,3,Life Sciences,3934,Male,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,8.759444444444444,7.156666666666666,8.002729885057471,7.599666666666666,8.027361111111112,8.371861111111112
34,No,Travel_Rarely,Research & Development,1,2,Medical,3935,Female,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,10.714444444444444,9.196111111111112,9.915464480874318,9.557527777777779,9.901666666666667,10.278611111111111
33,No,Non-Travel,Research & Development,2,4,Medical,3936,Male,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,8.219444444444445,6.560277777777777,7.424654811715481,7.034000000000001,7.435833333333333,7.813722222222222
49,No,Travel_Rarely,Sales,3,4,Marketing,3937,Male,1,Sales Executive,Single,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,8.479166666666666,6.644166666666667,7.713776150627615,7.314722222222223,7.714444444444444,8.120222222222221
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3938,Male,1,Sales Executive,Single,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,9.071666666666667,7.585,8.306316526610644,7.879416666666667,8.325277777777778,8.725416666666666
38,No,Travel_Frequently,Research & Development,28,3,Medical,3939,Male,1,Healthcare Representative,Married,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,8.828611111111112,6.938888888888889,7.9122873082287315,7.546833333333334,7.928333333333334,8.274166666666668
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,3940,Male,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,7.026388888888889,5.277222222222222,6.221997354497355,5.818888888888889,6.226666666666667,6.630277777777778
29,No,Travel_Rarely,Research & Development,3,4,Other,3941,Female,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,6.997222222222222,5.4622222222222225,6.287173611111111,5.920722222222222,6.291388888888889,6.639083333333334
30,No,Travel_Rarely,Research & Development,2,1,Medical,3942,Male,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,7.550277777777778,5.969444444444444,6.788280367231639,6.420694444444445,6.769583333333333,7.204861111111111
32,No,Non-Travel,Research & Development,10,4,Life Sciences,3943,Female,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,6.8425,5.245833333333334,5.982664742664744,5.641666666666667,5.991388888888889,6.353888888888889
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,3944,Female,1,Manufacturing Director,Married,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,9.827222222222222,8.264444444444445,9.036384335154827,8.601555555555555,9.025694444444444,9.454527777777777
43,Yes,Travel_Frequently,Research & Development,1,4,Other,3945,Male,3,Sales Executive,Married,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,9.238611111111112,7.594444444444444,8.40061391223156,8.035805555555555,8.42361111111111,8.69975
42,No,Travel_Rarely,Human Resources,1,3,Other,3946,Female,1,Healthcare Representative,Divorced,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,7.481388888888889,5.993333333333333,6.699085309158532,6.3285,6.6722222222222225,7.087055555555556
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3947,Female,1,Sales Executive,Married,73510,8.0,20,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4,8.612222222222222,6.789444444444444,7.598850241545893,7.196916666666667,7.612361111111111,7.965277777777778
33,No,Non-Travel,Research & Development,14,3,Other,3948,Male,1,Research Scientist,Divorced,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,7.3966666666666665,5.8213888888888885,6.731928506375228,6.356916666666667,6.757916666666667,7.087472222222222
41,No,Travel_Rarely,Research & Development,5,3,Medical,3949,Male,1,Sales Representative,Divorced,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,7.1755555555555555,5.663333333333333,6.291201790633608,5.900388888888889,6.297499999999999,6.640333333333333
34,No,Non-Travel,Research & Development,7,4,Medical,3950,Female,1,Research Scientist,Divorced,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,9.314166666666667,7.293055555555555,8.186905255878285,7.813888888888889,8.182222222222222,8.565555555555555
53,No,Non-Travel,Research & Development,10,4,Medical,3951,Male,2,Healthcare Representative,Married,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,9.0275,7.299722222222222,8.123122448979592,7.736888888888888,8.137777777777778,8.511944444444444
43,No,Travel_Rarely,Sales,16,2,Marketing,3952,Female,1,Laboratory Technician,Single,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,6.794722222222222,5.283611111111111,6.0869706284153,5.7074444444444445,6.074305555555556,6.4575555555555555
34,No,Travel_Rarely,Sales,10,2,Life Sciences,3953,Female,5,Sales Executive,Single,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,8.476111111111111,6.869722222222222,7.696015046296297,7.369777777777778,7.689861111111111,8.029055555555555
21,Yes,Travel_Rarely,Sales,1,2,Marketing,3954,Male,5,Healthcare Representative,Single,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,8.38111111111111,6.8525,7.522102657004831,7.202472222222222,7.5119444444444445,7.840305555555555
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,3955,Female,2,Sales Executive,Married,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,7.359166666666667,5.650277777777778,6.394260431317393,6.0335,6.380277777777778,6.755944444444444
22,Yes,Travel_Rarely,Research & Development,1,3,Other,3956,Male,4,Research Scientist,Married,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,9.696666666666667,7.841944444444445,8.907727272727273,8.538555555555556,8.928333333333333,9.254333333333333
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,3957,Male,5,Sales Executive,Married,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,8.00611111111111,6.440277777777778,7.295628072763028,6.894444444444444,7.307222222222222,7.670138888888889
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3958,Female,1,Manager,Married,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,7.611944444444444,5.913333333333333,6.686816148775894,6.372083333333333,6.667083333333333,7.070555555555556
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,3959,Male,2,Sales Executive,Married,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,8.864166666666666,7.192222222222222,7.993744064577397,7.587888888888889,7.996527777777779,8.338611111111112
46,No,Travel_Rarely,Sales,3,4,Marketing,3960,Female,1,Sales Representative,Divorced,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,10.761111111111111,8.995277777777778,9.988379028379027,9.599444444444444,9.983333333333333,10.359722222222222
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,3961,Female,4,Research Scientist,Married,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,10.213333333333333,8.759722222222223,9.481728650137741,9.102222222222222,9.488194444444446,9.850694444444445
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,3962,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,10.368611111111111,8.533611111111112,9.291028806584363,8.978055555555555,9.278333333333334,9.635555555555555
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,3963,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,6.833611111111111,5.2844444444444445,6.068434119960669,5.718333333333334,6.07013888888889,6.4494444444444445
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,3964,Male,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,9.350833333333334,7.846111111111111,8.594216643421666,8.225555555555555,8.582777777777778,9.00838888888889
33,No,Travel_Rarely,Research & Development,8,5,Medical,3965,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,8.811666666666667,7.275,8.043768861454046,7.660777777777778,8.018888888888888,8.475999999999999
28,No,Travel_Rarely,Sales,9,3,Medical,3966,Female,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,8.345277777777778,6.301666666666667,7.366939890710382,6.9648055555555555,7.384166666666667,7.715222222222222
39,No,Travel_Rarely,Sales,3,4,Marketing,3967,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,7.7988888888888885,5.8694444444444445,6.890665708812261,6.514833333333333,6.889444444444445,7.283333333333333
46,No,Non-Travel,Research & Development,9,2,Life Sciences,3968,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,7.4094444444444445,5.861666666666666,6.7014278959810865,6.288333333333333,6.729722222222223,7.0665000000000004
40,No,Travel_Rarely,Research & Development,2,2,Medical,3969,Male,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,7.514444444444444,5.932222222222222,6.609389619883041,6.219666666666667,6.579166666666667,6.996305555555556
42,No,Travel_Rarely,Research & Development,7,4,Other,3970,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,7.489166666666667,5.909166666666667,6.610516366989396,6.224444444444444,6.6130555555555555,7.0008333333333335
35,No,Non-Travel,Sales,10,1,Life Sciences,3971,Female,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,7.573055555555555,5.770833333333333,6.684642531876139,6.301472222222222,6.6975,7.060666666666667
38,No,Non-Travel,Sales,6,4,Marketing,3972,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,8.918055555555556,6.949166666666667,7.839338235294118,7.507388888888889,7.825833333333334,8.233194444444445
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,3973,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,8.785555555555556,7.235,7.895517952450266,7.543111111111111,7.8725,8.291500000000001
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,3974,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,7.001666666666667,5.4191666666666665,6.195063185503099,5.800777777777777,6.193333333333333,6.603111111111112
39,No,Travel_Frequently,Research & Development,2,1,Medical,3975,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,7.005277777777778,5.3069444444444445,6.194631566713157,5.828055555555555,6.166111111111111,6.617277777777778
43,No,Non-Travel,Human Resources,8,5,Medical,3976,Female,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,8.20138888888889,6.5475,7.353812915479582,6.988277777777778,7.360555555555555,7.689194444444444
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3977,Male,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,8.851944444444445,7.065277777777778,7.8185585901027075,7.454611111111111,7.814861111111112,8.207694444444444
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,3978,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,11.227222222222222,9.313333333333333,10.283835425383542,9.907777777777778,10.263333333333334,10.666666666666666
30,No,Travel_Rarely,Sales,26,3,Marketing,3979,Female,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,7.9655555555555555,6.31,7.0870643153526975,6.704444444444444,7.091944444444445,7.4383333333333335
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,3980,Female,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,9.494444444444444,7.800833333333333,8.706473922902495,8.328944444444444,8.722222222222221,9.040722222222222
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,3981,Male,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,8.884166666666667,6.96,7.9803557504873295,7.5905000000000005,7.950833333333334,8.422222222222222
40,No,Travel_Rarely,Sales,27,2,Medical,3982,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,7.529444444444445,5.636666666666667,6.624849137931034,6.2539444444444445,6.641249999999999,7.028111111111111
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3983,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,8.264722222222222,6.349166666666667,7.404434071000461,7.076666666666667,7.401111111111111,7.791666666666667
58,No,Non-Travel,Research & Development,2,4,Medical,3984,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,7.517777777777778,5.9191666666666665,6.579242097701149,6.178805555555556,6.582361111111111,6.960805555555556
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,3985,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,8.251388888888888,6.5505555555555555,7.400633569739952,6.974111111111111,7.4158333333333335,7.806388888888889
47,No,Travel_Rarely,Research & Development,19,5,Medical,3986,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,11.5875,9.875,10.694584520417852,10.352722222222223,10.709166666666668,10.997333333333334
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3987,Male,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,8.191666666666666,6.330555555555556,7.240177404295052,6.856111111111111,7.249444444444444,7.607138888888889
54,No,Travel_Rarely,Sales,27,4,Medical,3988,Male,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,7.849166666666667,6.3822222222222225,7.059951945616503,6.676444444444445,7.049166666666666,7.466111111111111
31,No,Travel_Frequently,Sales,8,4,Other,3989,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,8.200833333333334,6.6466666666666665,7.49025493025493,7.116388888888889,7.510833333333333,7.866388888888889
28,No,Travel_Rarely,Sales,1,2,Life Sciences,3990,Male,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,8.349166666666667,6.8975,7.590064463197375,7.181222222222223,7.578611111111111,7.9623333333333335
38,No,Travel_Rarely,Research & Development,19,3,Medical,3991,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,10.201666666666666,8.551666666666666,9.485377585377586,9.083333333333334,9.491388888888888,9.8725
26,No,Travel_Rarely,Sales,8,3,Marketing,3992,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,7.0,5.150833333333333,6.127782505910166,5.714611111111111,6.126111111111111,6.5376111111111115
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,3993,Female,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,10.4075,8.841666666666667,9.59517973856209,9.238611111111112,9.582916666666666,9.938694444444444
18,No,Non-Travel,Research & Development,2,3,Life Sciences,3994,Male,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,8.38888888888889,6.823333333333333,7.612805799220272,7.200472222222222,7.6177777777777775,7.998944444444445
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,3995,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,6.849722222222222,5.266944444444444,6.054205146705146,5.645,6.059166666666667,6.421944444444445
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,3996,Male,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,9.506666666666666,7.931388888888889,8.719821428571429,8.370166666666666,8.724305555555556,9.100111111111111
45,No,Non-Travel,Sales,1,4,Technical Degree,3997,Male,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,2.0,3.0,4.0,2,3,8.185555555555556,6.377777777777778,7.173255462575547,6.782166666666667,7.175833333333333,7.555111111111111
36,No,Travel_Rarely,Sales,2,3,Technical Degree,3998,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,11.500277777777777,9.755833333333333,10.672969995311767,10.26388888888889,10.686944444444444,11.051
43,No,Travel_Frequently,Sales,8,3,Medical,3999,Male,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,7.989722222222222,6.1925,6.983569915254237,6.63,6.981388888888889,7.333194444444445
27,No,Travel_Frequently,Sales,8,4,Life Sciences,4000,Male,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,11.029444444444444,9.665833333333333,10.215344907407406,9.8585,10.200138888888889,10.573666666666668
29,No,Travel_Frequently,Research & Development,6,2,Medical,4001,Male,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,8.525833333333333,6.834722222222222,7.707633524082021,7.326388888888888,7.719722222222222,8.0835
32,No,Travel_Frequently,Sales,9,4,Life Sciences,4002,Male,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,8.489722222222222,6.954166666666667,7.611351931330473,7.224444444444445,7.603888888888889,7.984444444444445
42,No,Non-Travel,Research & Development,11,3,Medical,4003,Male,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,7.245833333333334,5.725555555555555,6.489173640167364,6.095833333333333,6.493888888888889,6.855777777777777
